"","i","j","path1","path2","overlap","union","jaccard","Cluster"
"623",13,18,"mmu04668:TNF signaling pathway","mmu05135:Yersinia infection",4,11,0.363636363636364,"Cluster_4"
"624",13,19,"mmu04668:TNF signaling pathway","mmu04510:Focal adhesion",1,16,0.0625,"Cluster_4"
"625",14,15,"mmu05200:Pathways in cancer","mmu05206:MicroRNAs in cancer",6,21,0.285714285714286,"Cluster_4"
"626",14,16,"mmu05200:Pathways in cancer","mmu04657:IL-17 signaling pathway",5,17,0.294117647058824,"Cluster_4"
"627",14,17,"mmu05200:Pathways in cancer","mmu05135:Yersinia infection",3,20,0.15,"Cluster_4"
"628",14,18,"mmu05200:Pathways in cancer","mmu05135:Yersinia infection",3,20,0.15,"Cluster_4"
"629",14,19,"mmu05200:Pathways in cancer","mmu04510:Focal adhesion",3,22,0.136363636363636,"Cluster_4"
"630",15,16,"mmu05206:MicroRNAs in cancer","mmu04657:IL-17 signaling pathway",2,15,0.133333333333333,"Cluster_4"
"631",15,17,"mmu05206:MicroRNAs in cancer","mmu05135:Yersinia infection",2,16,0.125,"Cluster_4"
"632",15,18,"mmu05206:MicroRNAs in cancer","mmu05135:Yersinia infection",2,16,0.125,"Cluster_4"
"633",15,19,"mmu05206:MicroRNAs in cancer","mmu04510:Focal adhesion",3,17,0.176470588235294,"Cluster_4"
"634",16,17,"mmu04657:IL-17 signaling pathway","mmu05135:Yersinia infection",4,9,0.444444444444444,"Cluster_4"
"635",16,18,"mmu04657:IL-17 signaling pathway","mmu05135:Yersinia infection",4,9,0.444444444444444,"Cluster_4"
"636",16,19,"mmu04657:IL-17 signaling pathway","mmu04510:Focal adhesion",1,14,0.0714285714285714,"Cluster_4"
"637",17,18,"mmu05135:Yersinia infection","mmu05135:Yersinia infection",7,7,1,"Cluster_4"
"638",17,19,"mmu05135:Yersinia infection","mmu04510:Focal adhesion",3,13,0.230769230769231,"Cluster_4"
"639",18,19,"mmu05135:Yersinia infection","mmu04510:Focal adhesion",3,13,0.230769230769231,"Cluster_4"
"640",1,2,"R-MMU-168256~Immune System","R-MMU-168249~Innate Immune System",37,53,0.69811320754717,"Cluster_5"
"641",1,3,"R-MMU-168256~Immune System","R-MMU-1474244~Extracellular matrix organization",10,64,0.15625,"Cluster_5"
"642",1,4,"R-MMU-168256~Immune System","R-MMU-1474228~Degradation of the extracellular matrix",8,60,0.133333333333333,"Cluster_5"
"643",1,5,"R-MMU-168256~Immune System","mmu04926:Relaxin signaling pathway",7,56,0.125,"Cluster_5"
"644",1,6,"R-MMU-168256~Immune System","mmu04933:AGE-RAGE signaling pathway in diabetic complications",7,55,0.127272727272727,"Cluster_5"
"645",1,7,"R-MMU-168256~Immune System","mmu04510:Focal adhesion",7,58,0.120689655172414,"Cluster_5"
"646",1,8,"R-MMU-168256~Immune System","mmu05165:Human papillomavirus infection",7,58,0.120689655172414,"Cluster_5"
"647",1,9,"R-MMU-168256~Immune System","R-MMU-381426~Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)",2,62,0.032258064516129,"Cluster_5"
"648",1,10,"R-MMU-168256~Immune System","mmu04668:TNF signaling pathway",6,57,0.105263157894737,"Cluster_5"
"649",1,11,"R-MMU-168256~Immune System","mmu04612:Antigen processing and presentation",6,55,0.109090909090909,"Cluster_5"
"650",1,12,"R-MMU-168256~Immune System","mmu05323:Rheumatoid arthritis",5,55,0.0909090909090909,"Cluster_5"
"651",1,13,"R-MMU-168256~Immune System","mmu04657:IL-17 signaling pathway",7,57,0.12280701754386,"Cluster_5"
"652",1,14,"R-MMU-168256~Immune System","mmu04668:TNF signaling pathway",6,57,0.105263157894737,"Cluster_5"
"653",1,15,"R-MMU-168256~Immune System","mmu04926:Relaxin signaling pathway",7,56,0.125,"Cluster_5"
"654",1,16,"R-MMU-168256~Immune System","mmu05418:Fluid shear stress and atherosclerosis",6,57,0.105263157894737,"Cluster_5"
"655",1,17,"R-MMU-168256~Immune System","mmu04620:Toll-like receptor signaling pathway",6,54,0.111111111111111,"Cluster_5"
"656",1,18,"R-MMU-168256~Immune System","WP113:TGF beta signaling pathway",4,56,0.0714285714285714,"Cluster_5"
"657",2,3,"R-MMU-168249~Innate Immune System","R-MMU-1474244~Extracellular matrix organization",6,52,0.115384615384615,"Cluster_5"
"658",2,4,"R-MMU-168249~Innate Immune System","R-MMU-1474228~Degradation of the extracellular matrix",5,47,0.106382978723404,"Cluster_5"
"659",2,5,"R-MMU-168249~Innate Immune System","mmu04926:Relaxin signaling pathway",4,43,0.0930232558139535,"Cluster_5"
"660",2,6,"R-MMU-168249~Innate Immune System","mmu04933:AGE-RAGE signaling pathway in diabetic complications",3,43,0.0697674418604651,"Cluster_5"
"661",2,7,"R-MMU-168249~Innate Immune System","mmu04510:Focal adhesion",4,45,0.0888888888888889,"Cluster_5"
"662",2,8,"R-MMU-168249~Innate Immune System","mmu05165:Human papillomavirus infection",4,45,0.0888888888888889,"Cluster_5"
"663",2,9,"R-MMU-168249~Innate Immune System","R-MMU-381426~Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)",2,46,0.0434782608695652,"Cluster_5"
"664",2,10,"R-MMU-168249~Innate Immune System","mmu04668:TNF signaling pathway",5,42,0.119047619047619,"Cluster_5"
"665",2,11,"R-MMU-168249~Innate Immune System","mmu04612:Antigen processing and presentation",5,40,0.125,"Cluster_5"
"666",2,12,"R-MMU-168249~Innate Immune System","mmu05323:Rheumatoid arthritis",4,40,0.1,"Cluster_5"
"667",2,13,"R-MMU-168249~Innate Immune System","mmu04657:IL-17 signaling pathway",7,41,0.170731707317073,"Cluster_5"
"668",2,14,"R-MMU-168249~Innate Immune System","mmu04668:TNF signaling pathway",5,42,0.119047619047619,"Cluster_5"
"669",2,15,"R-MMU-168249~Innate Immune System","mmu04926:Relaxin signaling pathway",4,43,0.0930232558139535,"Cluster_5"
"670",2,16,"R-MMU-168249~Innate Immune System","mmu05418:Fluid shear stress and atherosclerosis",5,42,0.119047619047619,"Cluster_5"
"671",2,17,"R-MMU-168249~Innate Immune System","mmu04620:Toll-like receptor signaling pathway",6,38,0.157894736842105,"Cluster_5"
"672",2,18,"R-MMU-168249~Innate Immune System","WP113:TGF beta signaling pathway",4,40,0.1,"Cluster_5"
"673",3,4,"R-MMU-1474244~Extracellular matrix organization","R-MMU-1474228~Degradation of the extracellular matrix",15,21,0.714285714285714,"Cluster_5"
"674",3,5,"R-MMU-1474244~Extracellular matrix organization","mmu04926:Relaxin signaling pathway",4,27,0.148148148148148,"Cluster_5"
"675",3,6,"R-MMU-1474244~Extracellular matrix organization","mmu04933:AGE-RAGE signaling pathway in diabetic complications",5,25,0.2,"Cluster_5"
"676",3,7,"R-MMU-1474244~Extracellular matrix organization","mmu04510:Focal adhesion",5,28,0.178571428571429,"Cluster_5"
"677",3,8,"R-MMU-1474244~Extracellular matrix organization","mmu05165:Human papillomavirus infection",4,29,0.137931034482759,"Cluster_5"
"678",3,9,"R-MMU-1474244~Extracellular matrix organization","R-MMU-381426~Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)",1,31,0.032258064516129,"Cluster_5"
"679",3,10,"R-MMU-1474244~Extracellular matrix organization","mmu04668:TNF signaling pathway",2,29,0.0689655172413793,"Cluster_5"
"680",3,11,"R-MMU-1474244~Extracellular matrix organization","mmu04612:Antigen processing and presentation",2,27,0.0740740740740741,"Cluster_5"
"681",3,12,"R-MMU-1474244~Extracellular matrix organization","mmu05323:Rheumatoid arthritis",1,27,0.037037037037037,"Cluster_5"
"682",3,14,"R-MMU-1474244~Extracellular matrix organization","mmu04668:TNF signaling pathway",2,29,0.0689655172413793,"Cluster_5"
"683",3,15,"R-MMU-1474244~Extracellular matrix organization","mmu04926:Relaxin signaling pathway",4,27,0.148148148148148,"Cluster_5"
"684",3,16,"R-MMU-1474244~Extracellular matrix organization","mmu05418:Fluid shear stress and atherosclerosis",3,28,0.107142857142857,"Cluster_5"
"685",3,17,"R-MMU-1474244~Extracellular matrix organization","mmu04620:Toll-like receptor signaling pathway",1,27,0.037037037037037,"Cluster_5"
"686",3,18,"R-MMU-1474244~Extracellular matrix organization","WP113:TGF beta signaling pathway",1,27,0.037037037037037,"Cluster_5"
"687",4,5,"R-MMU-1474228~Degradation of the extracellular matrix","mmu04926:Relaxin signaling pathway",4,21,0.19047619047619,"Cluster_5"
"688",4,6,"R-MMU-1474228~Degradation of the extracellular matrix","mmu04933:AGE-RAGE signaling pathway in diabetic complications",4,20,0.2,"Cluster_5"
"689",4,7,"R-MMU-1474228~Degradation of the extracellular matrix","mmu04510:Focal adhesion",4,23,0.173913043478261,"Cluster_5"
"690",4,8,"R-MMU-1474228~Degradation of the extracellular matrix","mmu05165:Human papillomavirus infection",4,23,0.173913043478261,"Cluster_5"
"691",4,9,"R-MMU-1474228~Degradation of the extracellular matrix","R-MMU-381426~Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)",1,25,0.04,"Cluster_5"
"692",4,10,"R-MMU-1474228~Degradation of the extracellular matrix","mmu04668:TNF signaling pathway",1,24,0.0416666666666667,"Cluster_5"
"693",4,11,"R-MMU-1474228~Degradation of the extracellular matrix","mmu04612:Antigen processing and presentation",2,21,0.0952380952380952,"Cluster_5"
"694",4,12,"R-MMU-1474228~Degradation of the extracellular matrix","mmu05323:Rheumatoid arthritis",1,21,0.0476190476190476,"Cluster_5"
"695",4,14,"R-MMU-1474228~Degradation of the extracellular matrix","mmu04668:TNF signaling pathway",1,24,0.0416666666666667,"Cluster_5"
"696",4,15,"R-MMU-1474228~Degradation of the extracellular matrix","mmu04926:Relaxin signaling pathway",4,21,0.19047619047619,"Cluster_5"
"697",4,16,"R-MMU-1474228~Degradation of the extracellular matrix","mmu05418:Fluid shear stress and atherosclerosis",1,24,0.0416666666666667,"Cluster_5"
"698",4,17,"R-MMU-1474228~Degradation of the extracellular matrix","mmu04620:Toll-like receptor signaling pathway",1,21,0.0476190476190476,"Cluster_5"
"699",4,18,"R-MMU-1474228~Degradation of the extracellular matrix","WP113:TGF beta signaling pathway",1,21,0.0476190476190476,"Cluster_5"
"700",5,6,"mmu04926:Relaxin signaling pathway","mmu04933:AGE-RAGE signaling pathway in diabetic complications",7,12,0.583333333333333,"Cluster_5"
"701",5,7,"mmu04926:Relaxin signaling pathway","mmu04510:Focal adhesion",5,17,0.294117647058824,"Cluster_5"
"702",5,8,"mmu04926:Relaxin signaling pathway","mmu05165:Human papillomavirus infection",6,16,0.375,"Cluster_5"
"703",5,10,"mmu04926:Relaxin signaling pathway","mmu04668:TNF signaling pathway",4,16,0.25,"Cluster_5"
"704",5,12,"mmu04926:Relaxin signaling pathway","mmu05323:Rheumatoid arthritis",2,15,0.133333333333333,"Cluster_5"
"705",5,13,"mmu04926:Relaxin signaling pathway","mmu04657:IL-17 signaling pathway",4,17,0.235294117647059,"Cluster_5"
"706",5,14,"mmu04926:Relaxin signaling pathway","mmu04668:TNF signaling pathway",4,16,0.25,"Cluster_5"
"707",5,15,"mmu04926:Relaxin signaling pathway","mmu04926:Relaxin signaling pathway",10,10,1,"Cluster_5"
"708",5,16,"mmu04926:Relaxin signaling pathway","mmu05418:Fluid shear stress and atherosclerosis",3,17,0.176470588235294,"Cluster_5"
"709",5,17,"mmu04926:Relaxin signaling pathway","mmu04620:Toll-like receptor signaling pathway",4,13,0.307692307692308,"Cluster_5"
"710",5,18,"mmu04926:Relaxin signaling pathway","WP113:TGF beta signaling pathway",4,13,0.307692307692308,"Cluster_5"
"711",6,7,"mmu04933:AGE-RAGE signaling pathway in diabetic complications","mmu04510:Focal adhesion",5,16,0.3125,"Cluster_5"
"712",6,8,"mmu04933:AGE-RAGE signaling pathway in diabetic complications","mmu05165:Human papillomavirus infection",5,16,0.3125,"Cluster_5"
"713",6,10,"mmu04933:AGE-RAGE signaling pathway in diabetic complications","mmu04668:TNF signaling pathway",5,14,0.357142857142857,"Cluster_5"
"714",6,12,"mmu04933:AGE-RAGE signaling pathway in diabetic complications","mmu05323:Rheumatoid arthritis",2,14,0.142857142857143,"Cluster_5"
"715",6,13,"mmu04933:AGE-RAGE signaling pathway in diabetic complications","mmu04657:IL-17 signaling pathway",4,16,0.25,"Cluster_5"
"716",6,14,"mmu04933:AGE-RAGE signaling pathway in diabetic complications","mmu04668:TNF signaling pathway",5,14,0.357142857142857,"Cluster_5"
"717",6,15,"mmu04933:AGE-RAGE signaling pathway in diabetic complications","mmu04926:Relaxin signaling pathway",7,12,0.583333333333333,"Cluster_5"
"718",6,16,"mmu04933:AGE-RAGE signaling pathway in diabetic complications","mmu05418:Fluid shear stress and atherosclerosis",4,15,0.266666666666667,"Cluster_5"
"719",6,17,"mmu04933:AGE-RAGE signaling pathway in diabetic complications","mmu04620:Toll-like receptor signaling pathway",3,13,0.230769230769231,"Cluster_5"
"720",6,18,"mmu04933:AGE-RAGE signaling pathway in diabetic complications","WP113:TGF beta signaling pathway",3,13,0.230769230769231,"Cluster_5"
"721",7,8,"mmu04510:Focal adhesion","mmu05165:Human papillomavirus infection",5,19,0.263157894736842,"Cluster_5"
"722",7,9,"mmu04510:Focal adhesion","R-MMU-381426~Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)",1,22,0.0454545454545455,"Cluster_5"
"723",7,10,"mmu04510:Focal adhesion","mmu04668:TNF signaling pathway",2,20,0.1,"Cluster_5"
"724",7,12,"mmu04510:Focal adhesion","mmu05323:Rheumatoid arthritis",1,18,0.0555555555555556,"Cluster_5"
"725",7,13,"mmu04510:Focal adhesion","mmu04657:IL-17 signaling pathway",2,21,0.0952380952380952,"Cluster_5"
"726",7,14,"mmu04510:Focal adhesion","mmu04668:TNF signaling pathway",2,20,0.1,"Cluster_5"
"727",7,15,"mmu04510:Focal adhesion","mmu04926:Relaxin signaling pathway",5,17,0.294117647058824,"Cluster_5"
"728",7,16,"mmu04510:Focal adhesion","mmu05418:Fluid shear stress and atherosclerosis",3,19,0.157894736842105,"Cluster_5"
"729",7,17,"mmu04510:Focal adhesion","mmu04620:Toll-like receptor signaling pathway",3,16,0.1875,"Cluster_5"
"730",7,18,"mmu04510:Focal adhesion","WP113:TGF beta signaling pathway",3,16,0.1875,"Cluster_5"
"731",8,9,"mmu05165:Human papillomavirus infection","R-MMU-381426~Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)",1,22,0.0454545454545455,"Cluster_5"
"732",8,10,"mmu05165:Human papillomavirus infection","mmu04668:TNF signaling pathway",2,20,0.1,"Cluster_5"
"733",8,11,"mmu05165:Human papillomavirus infection","mmu04612:Antigen processing and presentation",2,18,0.111111111111111,"Cluster_5"
"734",8,13,"mmu05165:Human papillomavirus infection","mmu04657:IL-17 signaling pathway",2,21,0.0952380952380952,"Cluster_5"
"735",8,14,"mmu05165:Human papillomavirus infection","mmu04668:TNF signaling pathway",2,20,0.1,"Cluster_5"
"736",8,15,"mmu05165:Human papillomavirus infection","mmu04926:Relaxin signaling pathway",6,16,0.375,"Cluster_5"
"737",8,16,"mmu05165:Human papillomavirus infection","mmu05418:Fluid shear stress and atherosclerosis",1,21,0.0476190476190476,"Cluster_5"
"738",8,17,"mmu05165:Human papillomavirus infection","mmu04620:Toll-like receptor signaling pathway",3,16,0.1875,"Cluster_5"
"739",8,18,"mmu05165:Human papillomavirus infection","WP113:TGF beta signaling pathway",3,16,0.1875,"Cluster_5"
"740",9,17,"R-MMU-381426~Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","mmu04620:Toll-like receptor signaling pathway",1,17,0.0588235294117647,"Cluster_5"
"741",9,18,"R-MMU-381426~Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","WP113:TGF beta signaling pathway",1,17,0.0588235294117647,"Cluster_5"
"742",10,12,"mmu04668:TNF signaling pathway","mmu05323:Rheumatoid arthritis",5,12,0.416666666666667,"Cluster_5"
"743",10,13,"mmu04668:TNF signaling pathway","mmu04657:IL-17 signaling pathway",8,13,0.615384615384615,"Cluster_5"
"744",10,14,"mmu04668:TNF signaling pathway","mmu04668:TNF signaling pathway",10,10,1,"Cluster_5"
"745",10,15,"mmu04668:TNF signaling pathway","mmu04926:Relaxin signaling pathway",4,16,0.25,"Cluster_5"
"746",10,16,"mmu04668:TNF signaling pathway","mmu05418:Fluid shear stress and atherosclerosis",5,15,0.333333333333333,"Cluster_5"
"747",10,17,"mmu04668:TNF signaling pathway","mmu04620:Toll-like receptor signaling pathway",4,13,0.307692307692308,"Cluster_5"
"748",10,18,"mmu04668:TNF signaling pathway","WP113:TGF beta signaling pathway",4,13,0.307692307692308,"Cluster_5"
"749",11,12,"mmu04612:Antigen processing and presentation","mmu05323:Rheumatoid arthritis",1,14,0.0714285714285714,"Cluster_5"
"750",11,16,"mmu04612:Antigen processing and presentation","mmu05418:Fluid shear stress and atherosclerosis",1,17,0.0588235294117647,"Cluster_5"
"751",12,13,"mmu05323:Rheumatoid arthritis","mmu04657:IL-17 signaling pathway",5,13,0.384615384615385,"Cluster_5"
"752",12,14,"mmu05323:Rheumatoid arthritis","mmu04668:TNF signaling pathway",5,12,0.416666666666667,"Cluster_5"
"753",12,15,"mmu05323:Rheumatoid arthritis","mmu04926:Relaxin signaling pathway",2,15,0.133333333333333,"Cluster_5"
"754",12,16,"mmu05323:Rheumatoid arthritis","mmu05418:Fluid shear stress and atherosclerosis",4,13,0.307692307692308,"Cluster_5"
"755",12,17,"mmu05323:Rheumatoid arthritis","mmu04620:Toll-like receptor signaling pathway",2,12,0.166666666666667,"Cluster_5"
"756",12,18,"mmu05323:Rheumatoid arthritis","WP113:TGF beta signaling pathway",2,12,0.166666666666667,"Cluster_5"
"757",13,14,"mmu04657:IL-17 signaling pathway","mmu04668:TNF signaling pathway",8,13,0.615384615384615,"Cluster_5"
"758",13,15,"mmu04657:IL-17 signaling pathway","mmu04926:Relaxin signaling pathway",4,17,0.235294117647059,"Cluster_5"
"759",13,16,"mmu04657:IL-17 signaling pathway","mmu05418:Fluid shear stress and atherosclerosis",4,17,0.235294117647059,"Cluster_5"
"760",13,17,"mmu04657:IL-17 signaling pathway","mmu04620:Toll-like receptor signaling pathway",4,14,0.285714285714286,"Cluster_5"
"761",13,18,"mmu04657:IL-17 signaling pathway","WP113:TGF beta signaling pathway",4,14,0.285714285714286,"Cluster_5"
"762",14,15,"mmu04668:TNF signaling pathway","mmu04926:Relaxin signaling pathway",4,16,0.25,"Cluster_5"
"763",14,16,"mmu04668:TNF signaling pathway","mmu05418:Fluid shear stress and atherosclerosis",5,15,0.333333333333333,"Cluster_5"
"764",14,17,"mmu04668:TNF signaling pathway","mmu04620:Toll-like receptor signaling pathway",4,13,0.307692307692308,"Cluster_5"
"765",14,18,"mmu04668:TNF signaling pathway","WP113:TGF beta signaling pathway",4,13,0.307692307692308,"Cluster_5"
"766",15,16,"mmu04926:Relaxin signaling pathway","mmu05418:Fluid shear stress and atherosclerosis",3,17,0.176470588235294,"Cluster_5"
"767",15,17,"mmu04926:Relaxin signaling pathway","mmu04620:Toll-like receptor signaling pathway",4,13,0.307692307692308,"Cluster_5"
"768",15,18,"mmu04926:Relaxin signaling pathway","WP113:TGF beta signaling pathway",4,13,0.307692307692308,"Cluster_5"
"769",16,17,"mmu05418:Fluid shear stress and atherosclerosis","mmu04620:Toll-like receptor signaling pathway",3,14,0.214285714285714,"Cluster_5"
"770",16,18,"mmu05418:Fluid shear stress and atherosclerosis","WP113:TGF beta signaling pathway",3,14,0.214285714285714,"Cluster_5"
"771",17,18,"mmu04620:Toll-like receptor signaling pathway","WP113:TGF beta signaling pathway",5,9,0.555555555555556,"Cluster_5"
"772",1,2,"R-MMU-74160~Gene expression (Transcription)","mmu05230:Central carbon metabolism in cancer",2,31,0.0645161290322581,"Cluster_6"
"773",1,3,"R-MMU-74160~Gene expression (Transcription)","mmu01521:EGFR tyrosine kinase inhibitor resistance",2,30,0.0666666666666667,"Cluster_6"
"774",2,3,"mmu05230:Central carbon metabolism in cancer","mmu01521:EGFR tyrosine kinase inhibitor resistance",6,7,0.857142857142857,"Cluster_6"
"775",1,2,"R-MMU-72766~Translation","mmu03010:Ribosome",75,82,0.914634146341463,"Cluster_7"
"776",1,3,"R-MMU-72766~Translation","mmu05012:Parkinson disease",1,100,0.01,"Cluster_7"
"777",2,3,"mmu03010:Ribosome","mmu05012:Parkinson disease",1,95,0.0105263157894737,"Cluster_7"
"778",3,4,"mmu05012:Parkinson disease","mmu00190:Oxidative phosphorylation",13,21,0.619047619047619,"Cluster_7"
"779",3,5,"mmu05012:Parkinson disease","mmu05208:Chemical carcinogenesis - reactive oxygen species",14,21,0.666666666666667,"Cluster_7"
"780",3,6,"mmu05012:Parkinson disease","mmu05014:Amyotrophic lateral sclerosis",18,21,0.857142857142857,"Cluster_7"
"781",4,5,"mmu00190:Oxidative phosphorylation","mmu05208:Chemical carcinogenesis - reactive oxygen species",13,16,0.8125,"Cluster_7"
"782",4,6,"mmu00190:Oxidative phosphorylation","mmu05014:Amyotrophic lateral sclerosis",13,20,0.65,"Cluster_7"
"783",5,6,"mmu05208:Chemical carcinogenesis - reactive oxygen species","mmu05014:Amyotrophic lateral sclerosis",13,21,0.619047619047619,"Cluster_7"
"784",1,2,"R-MMU-8953897~Cellular responses to stimuli","R-MMU-69620~Cell Cycle Checkpoints",7,29,0.241379310344828,"Cluster_8"
"785",1,3,"R-MMU-8953897~Cellular responses to stimuli","R-MMU-1640170~Cell Cycle",10,33,0.303030303030303,"Cluster_8"
"786",1,4,"R-MMU-8953897~Cellular responses to stimuli","mmu05014:Amyotrophic lateral sclerosis",7,34,0.205882352941176,"Cluster_8"
"787",1,5,"R-MMU-8953897~Cellular responses to stimuli","mmu00190:Oxidative phosphorylation",3,30,0.1,"Cluster_8"
"788",1,6,"R-MMU-8953897~Cellular responses to stimuli","mmu05012:Parkinson disease",5,30,0.166666666666667,"Cluster_8"
"789",1,7,"R-MMU-8953897~Cellular responses to stimuli","mmu05208:Chemical carcinogenesis - reactive oxygen species",4,30,0.133333333333333,"Cluster_8"
"790",1,8,"R-MMU-8953897~Cellular responses to stimuli","R-MMU-74160~Gene expression (Transcription)",13,39,0.333333333333333,"Cluster_8"
"791",1,9,"R-MMU-8953897~Cellular responses to stimuli","R-MMU-3371556~Cellular response to heat stress",7,23,0.304347826086957,"Cluster_8"
"792",1,10,"R-MMU-8953897~Cellular responses to stimuli","R-MMU-9755511~KEAP1-NFE2L2 pathway",6,23,0.260869565217391,"Cluster_8"
"793",1,11,"R-MMU-8953897~Cellular responses to stimuli","R-MMU-195721~Signaling by WNT",8,28,0.285714285714286,"Cluster_8"
"794",1,12,"R-MMU-8953897~Cellular responses to stimuli","R-MMU-9755511~KEAP1-NFE2L2 pathway",6,23,0.260869565217391,"Cluster_8"
"795",1,13,"R-MMU-8953897~Cellular responses to stimuli","mmu04110:Cell cycle",6,27,0.222222222222222,"Cluster_8"
"796",1,14,"R-MMU-8953897~Cellular responses to stimuli","R-MMU-3371556~Cellular response to heat stress",7,23,0.304347826086957,"Cluster_8"
"797",1,15,"R-MMU-8953897~Cellular responses to stimuli","mmu04510:Focal adhesion",1,32,0.03125,"Cluster_8"
"798",2,3,"R-MMU-69620~Cell Cycle Checkpoints","R-MMU-1640170~Cell Cycle",13,20,0.65,"Cluster_8"
"799",2,4,"R-MMU-69620~Cell Cycle Checkpoints","mmu05014:Amyotrophic lateral sclerosis",4,27,0.148148148148148,"Cluster_8"
"800",2,6,"R-MMU-69620~Cell Cycle Checkpoints","mmu05012:Parkinson disease",2,23,0.0869565217391304,"Cluster_8"
"801",2,8,"R-MMU-69620~Cell Cycle Checkpoints","R-MMU-74160~Gene expression (Transcription)",7,35,0.2,"Cluster_8"
"802",2,9,"R-MMU-69620~Cell Cycle Checkpoints","R-MMU-3371556~Cellular response to heat stress",2,18,0.111111111111111,"Cluster_8"
"803",2,10,"R-MMU-69620~Cell Cycle Checkpoints","R-MMU-9755511~KEAP1-NFE2L2 pathway",2,17,0.117647058823529,"Cluster_8"
"804",2,11,"R-MMU-69620~Cell Cycle Checkpoints","R-MMU-195721~Signaling by WNT",4,22,0.181818181818182,"Cluster_8"
"805",2,12,"R-MMU-69620~Cell Cycle Checkpoints","R-MMU-9755511~KEAP1-NFE2L2 pathway",2,17,0.117647058823529,"Cluster_8"
"806",2,13,"R-MMU-69620~Cell Cycle Checkpoints","mmu04110:Cell cycle",3,20,0.15,"Cluster_8"
"807",2,14,"R-MMU-69620~Cell Cycle Checkpoints","R-MMU-3371556~Cellular response to heat stress",2,18,0.111111111111111,"Cluster_8"
"808",3,4,"R-MMU-1640170~Cell Cycle","mmu05014:Amyotrophic lateral sclerosis",4,34,0.117647058823529,"Cluster_8"
"809",3,6,"R-MMU-1640170~Cell Cycle","mmu05012:Parkinson disease",2,30,0.0666666666666667,"Cluster_8"
"810",3,7,"R-MMU-1640170~Cell Cycle","mmu05208:Chemical carcinogenesis - reactive oxygen species",1,30,0.0333333333333333,"Cluster_8"
"811",3,8,"R-MMU-1640170~Cell Cycle","R-MMU-74160~Gene expression (Transcription)",11,38,0.289473684210526,"Cluster_8"
"812",3,9,"R-MMU-1640170~Cell Cycle","R-MMU-3371556~Cellular response to heat stress",3,24,0.125,"Cluster_8"
"813",3,10,"R-MMU-1640170~Cell Cycle","R-MMU-9755511~KEAP1-NFE2L2 pathway",3,23,0.130434782608696,"Cluster_8"
"814",3,11,"R-MMU-1640170~Cell Cycle","R-MMU-195721~Signaling by WNT",6,27,0.222222222222222,"Cluster_8"
"815",3,12,"R-MMU-1640170~Cell Cycle","R-MMU-9755511~KEAP1-NFE2L2 pathway",3,23,0.130434782608696,"Cluster_8"
"816",3,13,"R-MMU-1640170~Cell Cycle","mmu04110:Cell cycle",8,22,0.363636363636364,"Cluster_8"
"817",3,14,"R-MMU-1640170~Cell Cycle","R-MMU-3371556~Cellular response to heat stress",3,24,0.125,"Cluster_8"
"818",3,15,"R-MMU-1640170~Cell Cycle","mmu04510:Focal adhesion",1,29,0.0344827586206897,"Cluster_8"
"819",4,5,"mmu05014:Amyotrophic lateral sclerosis","mmu00190:Oxidative phosphorylation",10,18,0.555555555555556,"Cluster_8"
"820",4,6,"mmu05014:Amyotrophic lateral sclerosis","mmu05012:Parkinson disease",12,18,0.666666666666667,"Cluster_8"
"821",4,7,"mmu05014:Amyotrophic lateral sclerosis","mmu05208:Chemical carcinogenesis - reactive oxygen species",10,19,0.526315789473684,"Cluster_8"
"822",4,8,"mmu05014:Amyotrophic lateral sclerosis","R-MMU-74160~Gene expression (Transcription)",7,40,0.175,"Cluster_8"
"823",4,9,"mmu05014:Amyotrophic lateral sclerosis","R-MMU-3371556~Cellular response to heat stress",2,23,0.0869565217391304,"Cluster_8"
"824",4,10,"mmu05014:Amyotrophic lateral sclerosis","R-MMU-9755511~KEAP1-NFE2L2 pathway",2,22,0.0909090909090909,"Cluster_8"
"825",4,11,"mmu05014:Amyotrophic lateral sclerosis","R-MMU-195721~Signaling by WNT",3,28,0.107142857142857,"Cluster_8"
"826",4,12,"mmu05014:Amyotrophic lateral sclerosis","R-MMU-9755511~KEAP1-NFE2L2 pathway",2,22,0.0909090909090909,"Cluster_8"
"827",4,14,"mmu05014:Amyotrophic lateral sclerosis","R-MMU-3371556~Cellular response to heat stress",2,23,0.0869565217391304,"Cluster_8"
